-1.011102117781633947e+00,-3.117342867490189739e+00
-9.918637404076539044e-01,-3.008132804126368409e+00
1.982188695439591530e+00,1.467993053194009523e+00
2.348673740026288925e+00,1.683267964314131726e+00
-1.023380127491076541e+00,-2.322395711123053985e+00
2.426337732819548343e+00,1.539075212247873914e+00
2.619739564690950928e+00,1.616828373961303411e+00
-9.606451304983485429e-01,-2.738814888362284705e+00
2.380808895643040213e+00,1.650842876846644547e+00
-9.040881267942735278e-01,-2.880514337561372873e+00
-9.106872419260899632e-01,-2.863335600382085122e+00
2.231364779882357929e+00,1.300519048373601771e+00
2.095125931328803315e+00,1.715133501842404762e+00
-1.198947469591412185e+00,-2.851030764108017923e+00
-3.884590497386299912e-01,-2.715575576519695389e+00
2.669211423502631408e+00,1.401694506737842127e+00
2.393841853258328101e+00,1.886313455393674454e+00
2.238958060932086269e+00,1.858811911052283161e+00
-9.715766000445088535e-01,-2.883849516475895047e+00
2.246136700241511797e+00,1.666797745808313636e+00
2.198264075574856147e+00,1.639053960428467516e+00
-1.225313026779587311e+00,-2.735924818478696618e+00
2.465154234016442736e+00,9.752305880691152229e-01
2.151355805885661887e+00,1.985249479286808505e+00
2.160061044416261122e+00,1.871490051578162506e+00
-6.466252318505505414e-01,-2.620253606822197323e+00
2.384649194636169867e+00,1.480562514094279081e+00
-9.353192888241238512e-01,-3.170568440707763447e+00
-5.453211540535281010e-01,-2.824288890116020134e+00
1.994680558347678989e+00,1.956730278090824449e+00
