2.182859540346063554e+00,1.788299769974409870e+00
2.714759122638929156e+00,1.448558626195121324e+00
-7.051327948522980726e-01,-2.522753731463470039e+00
-1.210926880984015019e+00,-2.786457834067550543e+00
2.754734585058800977e+00,1.470323042590223839e+00
2.379962716008444001e+00,1.553353083724780870e+00
2.365861709892011611e+00,1.366487895931971952e+00
2.556556978894828358e+00,1.670325436483844239e+00
-1.010007659174102956e+00,-2.536855890248538969e+00
-9.057813439801072342e-01,-2.782535029589503051e+00
1.911718678162741103e+00,1.538839625338475958e+00
-9.074772750102791941e-01,-2.871106835707005978e+00
2.269131680685749330e+00,1.946669849907611161e+00
-8.251661142003821059e-01,-2.886743505711325319e+00
2.384647996779142076e+00,1.367387454235176492e+00
2.534779562415718335e+00,1.804492578658387192e+00
-4.751509022925681780e-01,-2.792610789949963035e+00
-8.059899009955093785e-01,-2.845518778286742823e+00
2.247854986312153969e+00,1.789342722757584436e+00
2.217117261072254486e+00,1.462169972440370724e+00
-1.362213572432573905e+00,-2.516423694330690797e+00
2.531053651906113977e+00,1.312988881320575452e+00
1.820469199307847230e+00,1.780430271328234504e+00
2.537302126203618613e+00,1.456814521097333781e+00
-9.522222516715026508e-01,-2.629937255546657138e+00
2.703273714611239775e+00,1.830588063464235749e+00
-6.085053139702641944e-01,-2.804679506969952385e+00
1.937621392310773683e+00,1.706295586065583514e+00
-5.727130464019342115e-01,-2.927643028647279433e+00
2.264734257618537860e+00,1.761554285875900350e+00
2.237431871944004502e+00,1.831603771776561196e+00
-4.004636350641512799e-01,-2.801650469797765997e+00
2.309469039463620366e+00,1.858054802103527692e+00
-1.195884299546935425e+00,-2.864677571682130885e+00
-1.315127608008869631e+00,-2.684754833534736651e+00
-9.766427877654697554e-01,-2.721330499008023374e+00
-1.098252505333864537e+00,-2.849034324117053707e+00
-8.959377771004339852e-01,-2.372776840398647114e+00
2.405491602671329332e+00,1.792878260927986078e+00
2.813447379908593504e+00,1.531783346952190206e+00
2.520887313148851838e+00,1.958508032132148191e+00
-1.203135913046044170e+00,-2.874568412809827667e+00
-9.434657164402713292e-01,-2.518486544523010462e+00
2.273243049943344474e+00,1.565497983909505564e+00
2.260396719733231752e+00,2.049722342529793906e+00
-1.031277677554671701e+00,-2.739055918161518832e+00
-7.863042013051046997e-01,-3.008064083590189952e+00
2.343748511123861622e+00,1.493487731926244066e+00
-8.379101213563038275e-01,-2.839105970094104148e+00
2.337724447398748850e+00,1.747500132357674429e+00
-7.827344403487568325e-01,-2.897261843166379691e+00
-7.933048926338617246e-01,-2.515702483532318290e+00
-9.052253355987955885e-01,-2.608091057561785053e+00
2.180198731185207794e+00,1.034576855492057135e+00
-6.126299036507022455e-01,-2.750254702291020870e+00
-6.323524404259852627e-01,-2.902035468601520396e+00
2.121534429363830743e+00,1.544704797612846958e+00
2.338947486149228538e+00,1.775156383410986916e+00
2.458654929272207745e+00,1.776698988923969269e+00
-8.333159894545969504e-01,-2.895800714700045297e+00
